"GEOCODIGO_MUNICIPIO","NOME_MUNICIPIO","long_neg","lat_neg","Municipio_Codigo","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","long","lat"
"2309904","PACUJÁ","-40.696736","-3.978394","2309904 PACUJÁ","1","1","1","1","1","1","1","1","1","3","4","1","40.696736","3.978394"
"2310001","PALHANO","-37.966235","-4.743945","2310001 PALHANO","1","6","5","10","14","14","15","39","16","34","12","78","37.966235","4.743945"
"2310100","PALMÁCIA","-38.845029","-4.148982","2310100 PALMÁCIA","1","1","1","1","1","1","1","1","2","9","3","1","38.845029","4.148982"
"2310209","PARACURU","-39.029545","-3.411635","2310209 PARACURU","1","1","2","1","1","1","1","1","1","1","3","1","39.029545","3.411635"
"2310258","PARAIPABA","-39.148116","-3.436197","2310258 PARAIPABA","1","1","1","1","1","1","1","1","1","1","1","1","39.148116","3.436197"
"2310308","PARAMBU","-40.694207","-6.210336","2310308 PARAMBU","1","1","1","1","1","1","2","1","1","1","1","1","40.694207","6.210336"
"2310407","PARAMOTI","-39.239466","-4.097432","2310407 PARAMOTI","1","1","1","2","2","7","4","12","20","13","11","1","39.239466","4.097432"
"2310506","PEDRA BRANCA","-39.713938","-5.454686","2310506 PEDRA BRANCA","1","1","2","1","1","1","1","1","1","1","1","1","39.713938","5.454686"
"2310605","PENAFORTE","-39.074128","-7.829915","2310605 PENAFORTE","1","7","32","24","21","17","44","59","112","83","144","58","39.074128","7.829915"
"2310704","PENTECOSTE","-39.267009","-3.796267","2310704 PENTECOSTE","1","1","1","1","1","1","1","2","2","1","1","1","39.267009","3.796267"
"2310803","PEREIRO","-38.459136","-6.045077","2310803 PEREIRO","1","1","1","1","1","1","1","3","4","2","1","1","38.459136","6.045077"
"2310852","PINDORETAMA","-38.300088","-4.027804","2310852 PINDORETAMA","1","1","1","1","1","1","24","35","80","36","26","12","38.300088","4.027804"
"2310902","PIQUET CARNEIRO","-39.419406","-5.80857","2310902 PIQUET CARNEIRO","1","1","1","1","1","1","1","1","4","1","1","1","39.419406","5.80857"
"2310951","PIRES FERREIRA","-40.646541","-4.242154","2310951 PIRES FERREIRA","1","1","1","1","1","1","1","3","1","1","1","1","40.646541","4.242154"
"2311009","PORANGA","-40.92638","-4.743951","2311009 PORANGA","1","1","1","1","1","1","1","1","1","1","1","1","40.92638","4.743951"
"2311108","PORTEIRAS","-39.115331","-7.535746","2311108 PORTEIRAS","1","1","1","1","1","6","2","1","9","2","5","1","39.115331","7.535746"
"2311207","POTENGI","-40.032133","-7.090179","2311207 POTENGI","1","1","1","1","1","2","2","4","9","7","3","1","40.032133","7.090179"
"2311231","POTIRETAMA","-38.157918","-5.721668","2311231 POTIRETAMA","1","1","2","1","1","1","1","1","1","4","1","1","38.157918","5.721668"
"2311264","QUITERIANÓPOLIS","-40.704489","-5.847009","2311264 QUITERIANÓPOLIS","1","1","1","2","1","3","2","2","6","1","1","1","40.704489","5.847009"
"2311306","QUIXADÁ","-39.011745","-4.9637","2311306 QUIXADÁ","1","1","1","1","1","1","1","1","4","6","3","1","39.011745","4.9637"
"2311355","QUIXELÔ","-39.202294","-6.251212","2311355 QUIXELÔ","1","1","1","1","1","1","1","1","1","1","2","1","39.202294","6.251212"
"2311405","QUIXERAMOBIM","-39.294354","-5.198405","2311405 QUIXERAMOBIM","1","1","1","1","1","1","1","1","6","5","1","4","39.294354","5.198405"
"2311504","QUIXERÉ","-37.990522","-5.068729","2311504 QUIXERÉ","1","1","1","1","1","1","3","1","1","1","1","1","37.990522","5.068729"
"2311603","REDENÇÃO","-38.729571","-4.222958","2311603 REDENÇÃO","1","1","1","1","1","1","3","1","1","1","2","1","38.729571","4.222958"
"2311702","RERIUTABA","-40.584612","-4.141568","2311702 RERIUTABA","1","1","1","1","1","1","1","1","1","1","1","1","40.584612","4.141568"
"2311801","RUSSAS","-37.975431","-4.939738","2311801 RUSSAS","1","1","1","1","2","1","3","2","1","1","1","1","37.975431","4.939738"
"2311900","SABOEIRO","-39.904581","-6.536433","2311900 SABOEIRO","1","1","1","1","1","1","1","1","1","1","1","1","39.904581","6.536433"
"2311959","SALITRE","-40.464752","-7.284529","2311959 SALITRE","1","1","1","1","1","1","1","1","1","1","1","1","40.464752","7.284529"
"2312007","SANTANA DO ACARAÚ","-40.209463","-3.459775","2312007 SANTANA DO ACARAÚ","1","1","1","1","1","1","1","2","1","1","1","3","40.209463","3.459775"
"2312106","SANTANA DO CARIRI","-39.73798","-7.180898","2312106 SANTANA DO CARIRI","1","1","1","2","1","1","1","1","1","1","1","1","39.73798","7.180898"
"2312205","SANTA QUITÉRIA","-40.153508","-4.333271","2312205 SANTA QUITÉRIA","1","1","1","1","1","1","1","1","1","1","1","1","40.153508","4.333271"
"2312304","SÃO BENEDITO","-40.86449","-4.044727","2312304 SÃO BENEDITO","1","1","1","1","1","1","1","2","1","5","1","3","40.86449","4.044727"
"2312403","SÃO GONÇALO DO AMARANTE","-38.972076","-3.605633","2312403 SÃO GONÇALO DO AMARANTE","1","1","5","8","3","6","1","8","3","1","5","2","38.972076","3.605633"
"2312502","SÃO JOÃO DO JAGUARIBE","-38.271941","-5.268631","2312502 SÃO JOÃO DO JAGUARIBE","1","1","1","1","1","1","1","16","14","5","8","13","38.271941","5.268631"
"2312601","SÃO LUÍS DO CURU","-39.241606","-3.673009","2312601 SÃO LUÍS DO CURU","1","1","1","1","1","1","1","1","1","1","1","1","39.241606","3.673009"
"2312700","SENADOR POMPEU","-39.375325","-5.589344","2312700 SENADOR POMPEU","1","1","1","1","1","1","1","1","1","1","1","1","39.375325","5.589344"
"2312809","SENADOR SÁ","-40.463792","-3.35179","2312809 SENADOR SÁ","1","1","1","1","1","7","13","18","10","4","5","1","40.463792","3.35179"
"2312908","SOBRAL","-40.348668","-3.688038","2312908 SOBRAL","1","1","1","1","1","1","1","1","1","3","2","1","40.348668","3.688038"
"2313005","SOLONÓPOLE","-39.008225","-5.726351","2313005 SOLONÓPOLE","1","1","1","1","2","1","1","5","1","1","1","1","39.008225","5.726351"
"2313104","TABULEIRO DO NORTE","-38.129737","-5.243804","2313104 TABULEIRO DO NORTE","1","1","1","1","1","1","1","2","1","1","1","1","38.129737","5.243804"
"2313203","TAMBORIL","-40.319069","-4.833929","2313203 TAMBORIL","1","1","1","1","1","1","1","3","4","2","3","1","40.319069","4.833929"
"2313252","TARRAFAS","-39.758494","-6.68259","2313252 TARRAFAS","1","1","1","1","1","1","1","1","1","11","1","4","39.758494","6.68259"
"2313302","TAUÁ","-40.292625","-6.002999","2313302 TAUÁ","1","1","1","1","1","3","1","3","1","1","2","4","40.292625","6.002999"
"2313351","TEJUÇUOCA","-39.576826","-3.989712","2313351 TEJUÇUOCA","1","1","1","1","1","1","1","3","2","8","4","4","39.576826","3.989712"
"2313401","TIANGUÁ","-40.991706","-3.722674","2313401 TIANGUÁ","1","1","1","1","1","1","1","2","1","2","1","1","40.991706","3.722674"
"2313500","TRAIRI","-39.272232","-3.26442","2313500 TRAIRI","1","1","1","5","6","11","49","43","43","63","39","13","39.272232","3.26442"
"2313559","TURURU","-39.434364","-3.595595","2313559 TURURU","1","1","1","1","1","1","3","16","25","15","10","6","39.434364","3.595595"
"2313609","UBAJARA","-40.907144","-3.848491","2313609 UBAJARA","1","1","1","1","1","1","2","1","1","1","1","1","40.907144","3.848491"
"2313708","UMARI","-38.701326","-6.647244","2313708 UMARI","1","1","1","1","1","1","1","1","1","1","3","1","38.701326","6.647244"
"2313757","UMIRIM","-39.342384","-3.675562","2313757 UMIRIM","1","1","1","1","1","1","1","1","2","2","1","1","39.342384","3.675562"
"2313807","URUBURETAMA","-39.508178","-3.623017","2313807 URUBURETAMA","1","1","1","1","1","1","1","1","3","3","1","1","39.508178","3.623017"
"2313906","URUOCA","-40.561163","-3.313231","2313906 URUOCA","1","1","1","1","1","1","1","3","3","1","2","1","40.561163","3.313231"
"2313955","VARJOTA","-40.478993","-4.182822","2313955 VARJOTA","1","1","1","1","1","1","2","18","8","5","11","2","40.478993","4.182822"
"2314003","VÁRZEA ALEGRE","-39.298933","-6.791846","2314003 VÁRZEA ALEGRE","1","1","1","5","4","1","1","6","6","5","3","1","39.298933","6.791846"
"2314102","VIÇOSA DO CEARÁ","-41.091629","-3.566013","2314102 VIÇOSA DO CEARÁ","1","1","1","1","1","1","1","1","1","1","1","1","41.091629","3.566013"
"2400109","ACARI","-36.643739","-6.442085","2400109 ACARI","1","93","146","116","93","109","49","109","226","193","181","118","36.643739","6.442085"
"2400208","AÇU","-36.917923","-5.571946","2400208 AÇU","1","11","23","66","105","226","380","720","586","813","684","461","36.917923","5.571946"
"2400307","AFONSO BEZERRA","-36.509148","-5.498734","2400307 AFONSO BEZERRA","1","1","1","1","2","3","4","37","27","41","33","73","36.509148","5.498734"
"2400406","ÁGUA NOVA","-38.290825","-6.204717","2400406 ÁGUA NOVA","1","1","1","2","6","15","10","4","38","53","24","22","38.290825","6.204717"
"2400505","ALEXANDRIA","-38.019289","-6.417136","2400505 ALEXANDRIA","1","1","1","1","1","1","1","1","1","1","1","1","38.019289","6.417136"
"2400604","ALMINO AFONSO","-37.763125","-6.157421","2400604 ALMINO AFONSO","1","1","1","1","3","1","1","1","5","1","1","1","37.763125","6.157421"
"2400703","ALTO DO RODRIGUES","-36.759493","-5.293808","2400703 ALTO DO RODRIGUES","1","1","1","1","1","1","2","1","1","1","1","1","36.759493","5.293808"
"2400802","ANGICOS","-36.605433","-5.660365","2400802 ANGICOS","1","1","1","1","1","1","1","1","1","1","1","1","36.605433","5.660365"
"2400901","ANTÔNIO MARTINS","-37.885735","-6.216004","2400901 ANTÔNIO MARTINS","1","1","1","1","1","1","1","1","1","3","5","1","37.885735","6.216004"
"2401008","APODI","-37.797784","-5.66377","2401008 APODI","1","1","1","5","1","1","2","2","5","1","5","1","37.797784","5.66377"
"2401107","AREIA BRANCA","-37.131272","-4.952898","2401107 AREIA BRANCA","1","1","1","1","1","1","2","1","1","9","4","1","37.131272","4.952898"
"2401206","ARÊS","-35.160636","-6.193712","2401206 ARÊS","1","1","1","1","1","1","3","1","3","1","1","1","35.160636","6.193712"
"2401305","AUGUSTO SEVERO","-37.308873","-5.858114","2401305 AUGUSTO SEVERO","1","1","1","1","2","1","1","1","2","2","1","1","37.308873","5.858114"
"2401404","BAÍA FORMOSA","-35.009036","-6.369992","2401404 BAÍA FORMOSA","1","1","1","1","5","1","1","2","1","1","1","1","35.009036","6.369992"
"2401453","BARAÚNA","-37.61818","-5.076618","2401453 BARAÚNA","1","1","1","1","1","1","1","1","1","2","1","1","37.61818","5.076618"
"2401503","BARCELONA","-35.926795","-5.948132","2401503 BARCELONA","1","2","1","1","1","1","2","1","4","6","7","4","35.926795","5.948132"
"2401602","BENTO FERNANDES","-35.821699","-5.692383","2401602 BENTO FERNANDES","1","1","1","1","1","1","1","1","1","1","1","1","35.821699","5.692383"
"2401651","BODÓ","-36.413838","-5.988045","2401651 BODÓ","1","1","1","1","1","1","1","1","1","1","1","1","36.413838","5.988045"
"2401701","BOM JESUS","-35.588803","-5.986319","2401701 BOM JESUS","1","1","1","1","1","1","1","1","1","2","4","1","35.588803","5.986319"
"2401800","BREJINHO","-35.357354","-6.192579","2401800 BREJINHO","1","1","1","1","5","1","1","6","5","4","1","1","35.357354","6.192579"
"2401859","CAIÇARA DO NORTE","-36.055857","-5.062994","2401859 CAIÇARA DO NORTE","1","1","2","1","1","1","1","4","1","2","3","1","36.055857","5.062994"
"2401909","CAIÇARA DO RIO DO VENTO","-35.99979","-5.759087","2401909 CAIÇARA DO RIO DO VENTO","1","1","1","1","1","1","1","1","1","1","2","1","35.99979","5.759087"
"2402006","CAICÓ","-37.096489","-6.459139","2402006 CAICÓ","1","1","1","1","1","1","1","1","1","1","1","1","37.096489","6.459139"
"2402105","CAMPO REDONDO","-36.182505","-6.243383","2402105 CAMPO REDONDO","1","1","1","1","2","1","1","1","1","1","1","1","36.182505","6.243383"
"2402204","CANGUARETAMA","-35.12854","-6.374925","2402204 CANGUARETAMA","1","1","1","1","1","1","1","6","1","2","4","1","35.12854","6.374925"
"2402303","CARAÚBAS","-37.553702","-5.791176","2402303 CARAÚBAS","1","1","1","1","1","2","1","1","3","8","3","3","37.553702","5.791176"
"2402402","CARNAÚBA DOS DANTAS","-36.595252","-6.560733","2402402 CARNAÚBA DOS DANTAS","1","1","1","1","1","1","1","1","1","1","1","1","36.595252","6.560733"
"2402501","CARNAUBAIS","-36.834642","-5.339785","2402501 CARNAUBAIS","1","1","1","1","1","1","1","1","1","1","1","2","36.834642","5.339785"
"2402600","CEARÁ-MIRIM","-35.424487","-5.640984","2402600 CEARÁ-MIRIM","1","1","1","1","1","1","1","1","1","1","1","1","35.424487","5.640984"
"2402709","CERRO CORÁ","-36.345741","-6.034827","2402709 CERRO CORÁ","1","1","1","1","1","1","3","1","1","1","2","1","36.345741","6.034827"
"2402808","CORONEL EZEQUIEL","-36.214771","-6.383402","2402808 CORONEL EZEQUIEL","1","1","1","1","1","1","1","1","1","1","1","1","36.214771","6.383402"
"2402907","CORONEL JOÃO PESSOA","-38.440258","-6.260112","2402907 CORONEL JOÃO PESSOA","1","1","1","1","1","1","1","1","1","1","1","1","38.440258","6.260112"
"2403004","CRUZETA","-36.791705","-6.413176","2403004 CRUZETA","1","1","5","4","10","13","18","12","12","19","23","6","36.791705","6.413176"
"2403103","CURRAIS NOVOS","-36.516219","-6.264672","2403103 CURRAIS NOVOS","1","1","1","1","1","1","1","3","2","5","1","1","36.516219","6.264672"
"2403202","DOUTOR SEVERIANO","-38.373683","-6.093687","2403202 DOUTOR SEVERIANO","1","1","2","4","1","1","1","1","1","1","1","1","38.373683","6.093687"
"2403251","PARNAMIRIM","-35.259209","-5.91037","2403251 PARNAMIRIM","1","1","1","1","1","11","3","7","7","2","2","3","35.259209","5.91037"
"2403301","ENCANTO","-38.304879","-6.111134","2403301 ENCANTO","1","1","1","1","1","1","1","1","1","1","1","1","38.304879","6.111134"
"2403400","EQUADOR","-36.716412","-6.945843","2403400 EQUADOR","1","1","1","1","1","1","1","1","1","1","1","1","36.716412","6.945843"
"2403509","ESPÍRITO SANTO","-35.317091","-6.335572","2403509 ESPÍRITO SANTO","1","1","1","1","1","1","1","1","2","1","1","1","35.317091","6.335572"
"2403608","EXTREMOZ","-35.314025","-5.70271","2403608 EXTREMOZ","1","1","1","1","4","1","11","15","52","78","44","27","35.314025","5.70271"
"2403707","FELIPE GUERRA","-37.691385","-5.601962","2403707 FELIPE GUERRA","1","1","1","1","1","1","1","1","1","1","1","1","37.691385","5.601962"
"2403756","FERNANDO PEDROZA","-36.532454","-5.696016","2403756 FERNANDO PEDROZA","1","1","2","4","1","8","16","27","13","12","3","2","36.532454","5.696016"
"2403806","FLORÂNIA","-36.814076","-6.126952","2403806 FLORÂNIA","1","1","1","2","3","3","2","3","3","1","4","2","36.814076","6.126952"
"2403905","FRANCISCO DANTAS","-38.12565","-6.088097","2403905 FRANCISCO DANTAS","1","1","1","1","1","1","1","1","4","2","1","1","38.12565","6.088097"
"2404002","FRUTUOSO GOMES","-37.840961","-6.156233","2404002 FRUTUOSO GOMES","1","1","1","1","1","1","1","1","1","1","1","1","37.840961","6.156233"
"2404101","GALINHOS","-36.27464","-5.09169","2404101 GALINHOS","1","1","1","1","1","1","1","2","1","1","4","2","36.27464","5.09169"
"2404200","GOIANINHA","-35.217786","-6.25059","2404200 GOIANINHA","1","1","2","2","3","3","5","2","1","1","3","2","35.217786","6.25059"
"2404309","GOVERNADOR DIX-SEPT ROSADO","-37.521912","-5.458914","2404309 GOVERNADOR DIX-SEPT ROSADO","1","1","1","1","1","2","1","1","1","1","1","1","37.521912","5.458914"
"2404408","GROSSOS","-37.157484","-4.975515","2404408 GROSSOS","1","1","1","1","1","1","1","1","1","1","1","2","37.157484","4.975515"
"2404507","GUAMARÉ","-36.318144","-5.107363","2404507 GUAMARÉ","1","1","1","2","1","1","1","2","8","2","1","1","36.318144","5.107363"
"2404606","IELMO MARINHO","-35.552829","-5.815315","2404606 IELMO MARINHO","1","1","1","1","1","1","1","1","3","1","5","1","35.552829","5.815315"
"2404705","IPANGUAÇU","-36.852875","-5.497148","2404705 IPANGUAÇU","1","1","1","1","1","1","2","2","1","1","1","1","36.852875","5.497148"
"2404804","IPUEIRA","-37.197856","-6.815551","2404804 IPUEIRA","1","1","1","2","1","1","1","1","4","4","1","1","37.197856","6.815551"
"2404853","ITAJÁ","-36.869818","-5.643548","2404853 ITAJÁ","1","1","1","1","1","1","1","1","1","1","1","2","36.869818","5.643548"
"2404903","ITAÚ","-37.988269","-5.837936","2404903 ITAÚ","1","1","1","1","3","3","2","3","2","1","2","1","37.988269","5.837936"
"2405009","JAÇANÃ","-36.205593","-6.424973","2405009 JAÇANÃ","1","1","1","1","1","1","1","1","1","2","1","1","36.205593","6.424973"
"2405108","JANDAÍRA","-36.130585","-5.35528","2405108 JANDAÍRA","1","1","1","1","1","1","1","1","5","2","1","1","36.130585","5.35528"
"2405207","JANDUÍS","-37.409211","-6.016093","2405207 JANDUÍS","1","1","1","1","1","1","2","1","6","2","1","1","37.409211","6.016093"
"2405306","JANUÁRIO CICCO","-35.600892","-6.156098","2405306 JANUÁRIO CICCO","1","1","1","1","1","1","1","1","5","5","3","1","35.600892","6.156098"
"2405405","JAPI","-35.945935","-6.460566","2405405 JAPI","1","1","1","1","1","1","1","2","4","1","3","1","35.945935","6.460566"
"2405504","JARDIM DE ANGICOS","-35.969954","-5.652631","2405504 JARDIM DE ANGICOS","1","1","1","1","1","1","1","1","1","1","3","1","35.969954","5.652631"
"2405603","JARDIM DE PIRANHAS","-37.349218","-6.380098","2405603 JARDIM DE PIRANHAS","1","1","2","2","2","3","1","3","2","3","1","1","37.349218","6.380098"
"2405702","JARDIM DO SERIDÓ","-36.774582","-6.586336","2405702 JARDIM DO SERIDÓ","1","1","1","1","1","1","2","1","1","1","1","1","36.774582","6.586336"
"2405801","JOÃO CÂMARA","-35.816788","-5.538423","2405801 JOÃO CÂMARA","1","1","1","1","1","1","1","1","2","1","3","1","35.816788","5.538423"
"2405900","JOÃO DIAS","-37.796961","-6.276114","2405900 JOÃO DIAS","1","1","1","1","1","1","4","7","5","8","11","5","37.796961","6.276114"
"2406007","JOSÉ DA PENHA","-38.284403","-6.312688","2406007 JOSÉ DA PENHA","1","1","1","1","1","1","1","1","1","1","1","1","38.284403","6.312688"
"2406106","JUCURUTU","-37.020226","-6.033419","2406106 JUCURUTU","1","1","1","1","1","3","3","4","2","4","4","2","37.020226","6.033419"
"2406155","JUNDIÁ","-35.327789","-6.269169","2406155 JUNDIÁ","1","1","1","1","1","1","1","1","1","1","1","1","35.327789","6.269169"
"2406205","LAGOA D'ANTA","-35.599795","-6.391502","2406205 LAGOA D'ANTA","1","1","1","1","1","1","1","1","1","1","1","1","35.599795","6.391502"
"2406304","LAGOA DE PEDRAS","-35.433483","-6.149739","2406304 LAGOA DE PEDRAS","1","1","1","1","1","1","1","2","4","1","1","1","35.433483","6.149739"
"2406403","LAGOA DE VELHOS","-35.870699","-5.999916","2406403 LAGOA DE VELHOS","1","1","1","1","1","1","1","2","1","4","1","1","35.870699","5.999916"
"2406502","LAGOA NOVA","-36.458961","-6.097669","2406502 LAGOA NOVA","1","1","1","1","1","1","5","3","6","1","1","1","36.458961","6.097669"
"2406601","LAGOA SALGADA","-35.472498","-6.125818","2406601 LAGOA SALGADA","1","1","1","1","1","1","1","1","3","1","1","1","35.472498","6.125818"
"2406700","LAJES","-36.242735","-5.69883","2406700 LAJES","1","1","1","1","1","1","1","1","1","1","1","1","36.242735","5.69883"
"2406809","LAJES PINTADAS","-36.118442","-6.151432","2406809 LAJES PINTADAS","1","1","1","1","1","1","1","3","1","3","1","1","36.118442","6.151432"
"2406908","LUCRÉCIA","-37.815633","-6.116924","2406908 LUCRÉCIA","1","1","1","1","1","1","1","1","1","1","1","1","37.815633","6.116924"
"2407005","LUÍS GOMES","-38.38642","-6.414028","2407005 LUÍS GOMES","1","1","1","1","1","3","1","10","5","10","9","3","38.38642","6.414028"
"2407104","MACAÍBA","-35.355237","-5.857237","2407104 MACAÍBA","1","1","1","1","1","1","1","2","2","1","2","1","35.355237","5.857237"
"2407203","MACAU","-36.634973","-5.113368","2407203 MACAU","1","1","1","3","3","1","1","1","1","2","1","1","36.634973","5.113368"
"2407252","MAJOR SALES","-38.323455","-6.403757","2407252 MAJOR SALES","1","1","1","1","1","1","1","9","5","1","1","1","38.323455","6.403757"
"2407302","MARCELINO VIEIRA","-38.166613","-6.29355","2407302 MARCELINO VIEIRA","1","1","1","1","1","1","1","1","1","1","2","1","38.166613","6.29355"
